33076,18
42826,8
41475,9
37305,9
26183,7
30762,8
28610,8
35105,10
39222,8
38984,8
32606,9
26105,8
32374,10
37565,9
35926,10
39296,8
29525,8
29854,8
28636,8
35950,10
29600,9
26157,7
39695,7
42880,7
36719,8
32702,7
27797,7
29575,8
43964,7
34966,10
40461,8
38362,9
38624,7
40908,7
31135,8
36218,10
38910,7
32533,9
39418,8
32083,9
31533,9
36093,11
34000,10
38410,9
36488,10
33290,10
27048,7
36767,8
29326,8
25203,6
36557,11
43541,7
42724,7
44150,7
36119,11
40791,6
25964,7
32970,12
27433,7
27852,8
30888,8
35769,10
25885,6
27075,6
40111,8
36245,10
36389,8
25992,7
27648,8
29068,8
36671,8
38460,8
39820,7
27019,7
29826,8
40693,8
39083,8
37079,11
40592,8
34355,10
44073,7
33828,10
42199,7
28511,8
26267,7
34943,10
32243,9
26801,6
32945,12
38034,9
26828,7
33651,8
40540,9
29985,8
27182,7
38160,9
37225,10
40273,7
34896,10
31185,8
34400,11
38007,9
44692,7
27127,7
40568,9
34652,8
37960,9
32320,9
25739,8
38837,8
40088,7
36192,10
32029,10
42549,7
43233,7
34990,11
30037,7
27826,8
40669,8
30834,8
27406,8
28944,7
32825,9
30939,8
43055,7
44395,7
44310,8
43514,7
28690,8
28327,8
42097,7
29194,8
32632,9
40436,8
27238,7
40413,8
25460,7
35654,10
41025,8
36168,11
40154,8
44664,8
25515,7
29799,8
43286,7
26587,7
38138,9
29879,8
31973,10
41149,8
37669,9
28064,8
44019,7
33461,10
26670,6
42801,7
27673,8
30163,8
37373,9
29552,8
32851,10
33627,8
40199,8
35552,11
41676,7
31257,8
32161,9
40977,8
29300,8
39059,8
33198,9
44175,8
39843,7
34096,11
31677,8
40885,7
44257,7
27210,7
40834,7
39131,8
34920,10
30674,7
27594,8
44204,8
39890,7
31480,8
26404,7
26613,7
38284,7
30811,7
25318,8
38481,10
39107,8
41550,8
27379,8
28768,7
34624,10
25260,7
30063,7
25855,7
28251,7
33851,10
35822,11
28222,8
42853,7
25430,7
38670,8
35723,10
44230,7
43804,8
34284,10
44610,7
33012,10
31754,9
40488,8
31356,8
39322,8
41971,8
34525,10
31865,8
35630,10
41075,8
26241,7
30861,8
38384,9
38743,7
41002,8
32507,9
30605,7
33054,10
29502,8
32347,9
37841,9
42318,8
28896,6
37056,10
34332,10
30389,7
37129,11
38860,7
34868,10
34120,10
40035,8
30720,8
43081,7
28970,8
38086,9
40929,7
43884,7
41828,7
43003,7
39572,8
31604,8
39270,8
25374,7
41100,8
40860,7
29272,8
42342,8
38935,8
31382,8
37719,9
30581,7
36072,10
38695,8
27486,8
35378,10
26907,8
32990,11
27985,7
41125,8
26878,7
33581,7
29116,8
40226,8
34144,10
43463,7
27460,7
41622,8
27879,8
43029,7
42600,7
26459,7
27513,7
31836,9
26746,8
36860,10
32900,11
26019,8
26513,5
35451,10
33487,10
44585,7
43671,7
33556,8
33221,10
38112,9
39721,8
42751,7
32454,7
37643,9
38530,9
42625,7
37003,10
26130,7
37886,9
27265,8
33176,10
28717,8
36463,10
34048,11
30992,8
37398,9
29724,8
38765,7
38059,9
33077,10
32000,9
30458,8
33362,8
31920,9
42432,8
27907,8
26048,8
33697,10
41803,6
40743,8
41449,8
28484,9
35847,11
43259,8
34423,11
40388,8
29931,8
42269,8
35527,11
31893,9
41927,8
32558,10
28994,8
38789,7
28378,8
30341,8
44559,7
29774,8
33337,10
33311,10
27747,7
36930,10
31159,8
37153,10
44748,8
37863,9
30010,7
43832,8
35426,10
29402,8
43411,6
39442,8
28536,7
33604,8
31281,9
36144,11
32427,7
37695,9
41326,8
25797,7
32400,9
41598,8
41273,8
31307,8
43912,7
38186,9
44637,7
34700,10
38436,8
31630,8
39648,7
44424,8
32108,9
27154,7
36905,10
27726,8
40954,8
44365,8
37471,9
43644,7
43437,7
25174,6
34259,10
37328,7
26538,6
36695,8
33126,10
25232,7
41525,8
37519,10
33435,10
25912,5
29749,8
41175,8
41425,8
39867,8
37540,10
30412,7
28276,8
33508,10
36953,10
35014,10
26347,7
25939,6
31429,8
36817,10
29428,8
43363,7
30742,8
41224,7
44099,8
29699,8
36646,10
34551,11
43617,7
36581,11
34574,11
42045,7
28560,8
25684,7
40011,8
32728,7
35036,10
44282,7
42292,8
41702,6
37791,7
28662,8
34474,11
30365,7
35503,11
31234,8
39913,8
42651,7
29676,7
39469,8
39492,8
33974,11
43751,7
37105,11
36514,10
25401,7
31085,7
31453,8
41300,8
41729,7
31702,9
34843,11
25146,6
28431,8
41902,8
35080,10
26294,7
32658,9
34073,11
27961,8
29651,7
35602,10
30139,8
29019,8
43107,7
27566,7
39345,8
27324,8
28920,7
40063,7
42954,7
35305,11
32777,7
42152,8
25090,7
44532,7
27539,5
29246,8
30785,7
34724,10
32481,9
44124,8
41399,8
34026,11
39986,8
30532,7
34820,11
26212,7
32875,9
25289,7
36439,8
30651,7
31807,9
31041,8
28198,8
25573,8
26486,6
35131,10
28795,7
30317,8
30238,7
42777,7
39035,8
43132,7
32921,11
26375,6
37176,10
35205,11
40767,7
35700,10
26879,7
32455,6
25545,8
40489,6
33363,8
31086,8
27102,8
31160,7
43004,7
28822,6
39795,6
25461,7
41903,5
29855,7
30993,7
29700,6
26588,7
43388,6
34424,5
27239,7
43438,6
28561,7
39987,7
25489,7
29827,6
26213,7
33291,8
31631,7
26405,7
40344,6
25993,8
30413,6
41730,6
40955,5
38213,8
38696,8
38113,7
29168,7
33127,8
30089,6
26323,6
42752,6
31866,7
40112,7
30630,8
34333,8
41248,6
32922,5
33926,6
36602,5
37399,8
43885,4
28637,7
44176,6
27853,8
41526,6
28223,8
43159,4
33605,5
29503,6
44046,6
43645,6
40200,6
40389,7
31894,7
38815,6
26908,7
28485,7
38936,5
38239,8
34501,5
40719,6
41150,6
42828,6
39821,6
32294,8
41225,7
33436,8
29220,6
35404,8
31703,7
31678,7
30721,7
29986,6
31481,7
31454,7
27700,8
40620,6
30116,6
33802,8
33509,8
34526,5
32946,5
35132,8
42503,4
28039,7
35603,6
27076,7
35974,8
37913,7
41450,6
30164,6
32270,7
27461,7
35379,8
36050,8
43726,7
41101,6
25630,7
40414,7
43464,7
43364,6
35553,5
39722,7
42021,7
43993,6
37106,8
25034,8
37766,8
37541,8
39419,7
34378,8
34309,8
40274,6
30038,7
26049,7
43752,6
26268,8
44852,6
39010,7
33878,8
40036,6
32030,7
28995,6
27211,8
35797,8
30366,6
28403,5
29958,6
33462,8
41946,6
28663,6
33199,8
38285,8
25886,8
27595,8
28354,8
30215,5
41076,4
39521,7
41003,6
38985,7
30763,7
26854,7
44881,7
38648,7
30390,5
27353,7
31430,7
25375,8
41426,7
39493,6
28301,8
38838,6
37130,6
29480,6
39914,4
40541,6
29273,6
27514,7
35354,8
41997,7
31330,7
32057,7
42678,7
35081,9
26802,7
36744,5
31235,7
42343,6
25261,7
33533,8
29576,6
36073,8
30484,7
43777,6
30557,8
33055,5
40321,6
40930,6
25004,8
28945,6
40515,6
32001,7
35258,6
30265,6
38961,5
28199,8
43234,5
40089,7
29020,6
35452,5
30342,6
27297,7
37670,7
41026,6
25740,7
25233,8
40768,6
26078,7
41375,6
29092,6
33852,8
32162,7
39696,6
31755,7
38313,7
32109,7
28512,7
41651,7
25574,8
27908,8
38008,7
27986,8
25685,8
43108,4
32348,7
30239,6
26434,7
37004,5
42725,7
28921,6
36094,8
30582,8
26131,8
37226,6
43672,6
26936,8
33177,8
33312,8
40227,6
44311,6
30606,7
33387,8
39844,6
38861,6
32778,8
29403,7
32428,7
29526,6
29932,6
25063,7
42854,6
44231,7
41623,6
27827,7
29117,6
40569,6
37374,8
40133,6
38187,7
43260,5
25856,8
26158,8
25402,8
35848,8
35106,8
35903,8
32217,7
27380,7
36515,5
38035,7
26020,8
25117,9
35655,8
40175,6
43489,6
27487,8
26242,7
29553,6
41599,5
31136,7
42046,6
26723,7
26514,8
35578,6
30293,6
30652,8
27935,9
29327,6
27540,8
42802,6
25603,8
39771,7
34356,6
27325,7
29725,6
25516,8
32135,7
28175,8
28769,6
25657,7
30140,6
42293,5
35528,5
25091,8
31559,6
38671,7
31652,7
41876,4
39323,7
33488,8
41476,6
41400,6
29301,5
38625,7
28328,7
36906,8
42652,6
28742,7
30011,6
39868,6
30459,7
34770,5
25347,8
35770,8
34625,5
26348,7
36023,8
27649,8
26965,7
33338,8
32244,7
42127,6
32991,5
26747,6
29195,6
43412,6
30862,7
25431,8
39546,7
27798,7
34238,8
28458,6
28718,6
41756,7
29908,6
38161,8
34215,6
30966,7
35927,8
35877,8
41677,7
26295,8
25204,7
27880,8
43939,4
43857,4
31308,6
39672,6
32321,8
27183,8
36319,5
44533,6
33078,6
28691,6
42527,5
28277,8
39084,7
39248,5
26775,6
34285,8
42881,6
26564,8
26643,7
31605,6
31258,7
28587,7
32401,6
26487,8
42550,6
26696,7
27727,9
32084,7
37201,8
31781,7
39036,7
41274,5
43697,7
28897,6
36672,5
37644,8
33152,8
41972,7
41703,6
43287,6
37616,8
28611,7
29455,6
40462,6
28065,7
43542,7
28379,7
31974,7
26671,7
26184,7
37154,8
27407,7
35328,8
28796,6
32189,7
31186,7
25826,8
30914,7
31507,6
42098,6
27674,8
37566,8
31837,5
38790,6
29677,6
25290,7
39108,6
31534,6
33414,7
29602,7
27021,4
43619,8
28588,6
38114,5
44151,7
41376,8
35745,7
26724,5
42955,5
32971,5
28014,5
39869,5
44611,7
26132,5
42128,5
39109,4
30191,8
42929,5
33056,6
31653,7
43673,8
30460,7
37081,5
37720,5
29800,8
39598,5
29527,7
36489,7
40979,8
38626,5
42829,5
44047,8
38482,5
34121,10
27541,5
30534,5
31309,8
33975,10
34897,8
36840,8
30414,8
34725,7
43966,7
41998,6
40463,9
26050,5
43569,6
33673,7
39249,6
37202,6
40745,8
29145,5
38962,6
38088,5
25966,7
41947,5
27267,5
37281,4
34967,8
39915,5
38885,5
32002,7
40931,7
38461,5
41351,6
35259,7
32559,9
42480,5
32852,9
30165,7
30216,8
33153,7
30343,8
40836,7
33853,8
34001,10
37495,5
39845,7
41275,7
25517,8
31560,8
44586,8
28486,5
29775,7
42726,5
34476,10
44749,7
40720,6
