x,y,z,intensity
1.5432,0.26849,-0.83284,24
1.6111,0.28031,-0.8214,21
1.7186,0.29902,-0.82571,26
1.8126,0.31538,-0.81917,26
1.9673,0.34228,-0.83406,21
2.1713,0.37778,-0.86061,28
2.2959,0.39947,-0.84821,22
2.5201,0.43846,-0.86432,28
2.7217,0.47355,-0.86205,30
3.0173,0.52497,-0.87818,38
3.3053,0.57508,-0.87828,40
3.7637,0.65484,-0.90518,29
1.3345,0.22787,-0.80289,36
1.3836,0.23625,-0.78864,20
1.5457,0.26394,-0.83378,23
1.6155,0.27585,-0.82319,23
1.7053,0.29119,-0.81887,28
1.8334,0.31307,-0.82812,26
1.9538,0.33361,-0.82789,19
2.1339,0.36437,-0.84533,28
2.3083,0.39415,-0.85231,24
2.514,0.42927,-0.86175,30
2.7439,0.46853,-0.8686,30
3.0473,0.52034,-0.88645,36
3.2899,0.56176,-0.87372,40
3.758,0.6417,-0.90333,34
1.3335,0.22363,-0.80187,45
1.4204,0.2382,-0.80921,19
1.5517,0.26023,-0.8366,26
1.6251,0.27253,-0.82768,22
1.7115,0.28702,-0.82144,24
1.8452,0.30944,-0.833,28
1.9693,0.33026,-0.83406,20
2.1515,0.36081,-0.85188,26
2.3076,0.38699,-0.85163,22
2.5376,0.42557,-0.86944,28
2.7509,0.46134,-0.87039,36
2.9597,0.49635,-0.86054,41
3.3622,0.56384,-0.89246,29
3.7331,0.62604,-0.89688,31
1.346,0.22186,-0.80901,49
1.4451,0.23821,-0.82293,25
1.549,0.25532,-0.83472,27
1.6065,0.2648,-0.81781,23
1.7159,0.28283,-0.82315,30
1.8514,0.30518,-0.83544,26
1.9502,0.32145,-0.82558,22
2.1709,0.35784,-0.85915,28
2.3291,0.38391,-0.85915,24
2.5538,0.42094,-0.87456,30
2.788,0.45955,-0.88171,30
3.0673,0.50559,-0.89141,36
3.3065,0.54501,-0.87726,31
3.729,0.61466,-0.89549,31
1.3331,0.21544,-0.80085,45
1.4442,0.23339,-0.82195,32
1.5533,0.25102,-0.8366,27
1.6161,0.26118,-0.8223,21
1.706,0.27571,-0.81801,26
1.8506,0.29907,-0.83462,26
1.9512,0.31533,-0.82558,21
2.1628,0.34953,-0.85551,28
2.334,0.37719,-0.86052,28
2.5439,0.4111,-0.87072,27
2.7649,0.44683,-0.87396,33
3.0537,0.4935,-0.887,38
3.2948,0.53246,-0.87372,31
3.7348,0.60357,-0.89641,31
1.332,0.21168,-0.79983,42
1.4189,0.2255,-0.80725,38
1.5382,0.24446,-0.82815,26
1.6239,0.25807,-0.82589,20
1.6836,0.26755,-0.80689,18
1.8441,0.29307,-0.83137,28
1.9502,0.30993,-0.82481,21
2.1453,0.34094,-0.84824,30
2.3424,0.37226,-0.86326,27
2.515,0.39969,-0.86047,22
2.768,0.43989,-0.87456,28
2.9658,0.47132,-0.86109,41
3.3229,0.52808,-0.88081,35
3.6845,0.58554,-0.88396,36
1.3495,0.21061,-0.81003,47
1.3644,0.21293,-0.7759,27
1.518,0.23689,-0.81688,22
1.5999,0.24967,-0.81332,23
1.7057,0.26619,-0.81716,24
1.8486,0.28849,-0.833,28
1.9602,0.3059,-0.82866,24
2.1371,0.33351,-0.8446,28
2.3378,0.36484,-0.86121,28
2.5049,0.39091,-0.85663,24
2.7522,0.42951,-0.8692,30
2.9709,0.46363,-0.86219,38
3.355,0.52357,-0.88891,28
3.6515,0.56985,-0.87566,31
1.3366,0.20429,-0.80187,45
1.3703,0.20944,-0.77884,25
1.5222,0.23265,-0.81876,18
1.6201,0.24761,-0.82319,21
1.7191,0.26275,-0.82315,31
1.8332,0.28019,-0.82568,28
1.9775,0.30225,-0.8356,27
2.2044,0.33693,-0.87079,30
2.3037,0.3521,-0.84821,24
2.5098,0.38361,-0.85791,24
2.6988,0.4125,-0.85192,30
3.0426,0.46504,-0.88259,33
3.3834,0.51712,-0.896,29
3.7264,0.56955,-0.89319,34
1.3252,0.19877,-0.79472,38
1.4071,0.21104,-0.79942,19
1.5298,0.22945,-0.82251,21
1.6225,0.24335,-0.82409,22
1.7091,0.25634,-0.81801,24
1.8376,0.27561,-0.8273,26
2.013,0.30193,-0.85024,29
2.1924,0.32884,-0.8657,35
2.2266,0.33396,-0.81948,24
2.5278,0.37913,-0.86368,24
2.7566,0.41345,-0.86979,33
3.0686,0.46025,-0.88976,36
3.3771,0.50653,-0.89398,31
3.6721,0.55077,-0.87981,39
1.3037,0.19158,-0.78146,36
1.4422,0.21193,-0.81901,22
1.5445,0.22696,-0.83003,22
1.6162,0.2375,-0.8205,21
1.7062,0.25074,-0.8163,30
1.8456,0.27122,-0.83056,28
2.0066,0.29488,-0.84716,29
2.1658,0.31827,-0.85479,28
2.2741,0.33418,-0.83658,19
2.5326,0.37218,-0.86496,27
2.771,0.40722,-0.87396,30
3.0662,0.45059,-0.88865,36
3.327,0.48891,-0.8803,29
3.6891,0.54213,-0.8835,34
1.3128,0.18894,-0.78656,33
1.4583,0.20989,-0.82783,27
1.5451,0.22238,-0.83003,22
1.6275,0.23423,-0.82589,19
1.6944,0.24387,-0.81031,31
1.832,0.26366,-0.82405,32
1.949,0.28051,-0.82249,24
2.1796,0.3137,-0.85988,26
2.3309,0.33547,-0.8571,18
2.5037,0.36034,-0.85471,27
2.7288,0.39274,-0.86026,30
3.0237,0.43519,-0.87598,41
3.3533,0.48262,-0.88689,31
3.6426,0.52425,-0.87198,34
1.344,0.1896,-0.80493,36
1.4606,0.20606,-0.82881,28
1.5318,0.21609,-0.82251,23
1.6352,0.23068,-0.82948,22
1.7023,0.24015,-0.81373,26
1.8255,0.25753,-0.82079,28
1.9809,0.27945,-0.8356,27
2.1694,0.30605,-0.85551,28
2.3616,0.33316,-0.86805,21
2.5253,0.35626,-0.86175,28
2.7658,0.39018,-0.87158,23
3.0326,0.42782,-0.87818,38
3.3699,0.47541,-0.89094,31
3.7481,0.52876,-0.89688,31
1.3564,0.18726,-0.81207,40
1.4612,0.20173,-0.82881,32
1.5481,0.21372,-0.83096,21
1.6589,0.22901,-0.84115,26
1.7173,0.23708,-0.82058,28
1.8316,0.25286,-0.82323,30
2.0201,0.27887,-0.85178,27
2.1371,0.29502,-0.84242,30
2.3607,0.32589,-0.86736,21
2.4964,0.34462,-0.85151,28
2.7556,0.38041,-0.86801,28
2.9919,0.41303,-0.86605,52
3.3483,0.46224,-0.88486,31
3.7458,0.5171,-0.89595,29
1.3519,0.18231,-0.80901,40
1.455,0.1962,-0.82489,28
1.5698,0.21169,-0.84223,24
1.6561,0.22332,-0.83935,26
1.7431,0.23506,-0.83256,28
1.8342,0.24735,-0.82405,30
2.0063,0.27055,-0.84562,20
2.1565,0.2908,-0.84969,28
2.358,0.31797,-0.86599,19
2.5143,0.33906,-0.85727,27
2.7719,0.37379,-0.87277,28
3.0846,0.41596,-0.89251,38
3.3555,0.45249,-0.88638,33
3.73,0.50299,-0.8918,31
1.3507,0.17854,-0.80799,38
1.4607,0.19308,-0.82783,28
1.5686,0.20735,-0.84129,26
1.6513,0.21828,-0.83666,26
1.7348,0.22931,-0.82828,30
1.8548,0.24518,-0.833,28
1.9759,0.26119,-0.83251,22
2.1369,0.28247,-0.84169,25
2.3811,0.31475,-0.8742,22
2.5039,0.33098,-0.85343,28
2.788,0.36853,-0.87754,28
3.0686,0.40562,-0.88755,36
3.3567,0.44371,-0.88638,29
3.7448,0.49501,-0.89503,31
1.3546,0.17497,-0.81003,42
1.4578,0.1883,-0.82587,28
1.5499,0.2002,-0.83096,24
1.652,0.21338,-0.83666,23
1.7444,0.22532,-0.83256,24
1.8465,0.2385,-0.82893,28
1.9749,0.25509,-0.83174,21
2.1396,0.27636,-0.84242,26
2.3485,0.30335,-0.86189,24
2.5256,0.32622,-0.86047,27
2.7796,0.35904,-0.87456,30
3.0583,0.39504,-0.88424,38
3.3273,0.42978,-0.87828,29
3.7289,0.48166,-0.89088,39
1.3517,0.17052,-0.80799,40
1.4618,0.18441,-0.82783,25
1.5435,0.19472,-0.82721,24
1.6615,0.2096,-0.84115,22
1.7558,0.2215,-0.83769,26
1.8127,0.22868,-0.81347,30
2.0031,0.25269,-0.84331,24
2.1496,0.27118,-0.84606,28
2.3587,0.29756,-0.86531,27
2.5359,0.31991,-0.86368,21
2.7826,0.35103,-0.87516,25
3.0709,0.3874,-0.88755,38
3.3324,0.42039,-0.87929,33
3.7207,0.46937,-0.88858,39
1.3248,0.16361,-0.79166,36
1.4588,0.18015,-0.82587,22
1.544,0.19068,-0.82721,26
1.6744,0.20678,-0.84743,24
1.7618,0.21757,-0.84026,31
1.8423,0.22752,-0.82649,28
2.0294,0.25061,-0.8541,24
2.1744,0.26852,-0.85551,28
2.3651,0.29207,-0.86736,27
2.5443,0.3142,-0.86624,27
2.7778,0.34304,-0.87337,28
3.0891,0.38148,-0.89251,41
3.3489,0.41356,-0.88334,31
3.6891,0.45557,-0.88074,31
1.3151,0.15844,-0.78554,31
1.4455,0.17415,-0.81803,23
1.5428,0.18588,-0.82627,26
1.6768,0.20202,-0.84833,26
1.757,0.21169,-0.83769,35
1.8521,0.22314,-0.83056,23
2.0155,0.24283,-0.84793,29
2.1826,0.26296,-0.85842,30
2.2932,0.27629,-0.84069,30
2.532,0.30506,-0.86175,30
2.7769,0.33457,-0.87277,28
3.094,0.37278,-0.89362,38
3.3155,0.39946,-0.87422,29
3.6344,0.43788,-0.86736,31
1.3343,0.15675,-0.79676,29
1.4165,0.16641,-0.80138,28
1.5469,0.18172,-0.82815,26
1.6596,0.19496,-0.83935,24
1.7541,0.20606,-0.83598,35
1.86,0.2185,-0.83381,18
2.0088,0.23598,-0.84485,29
2.1741,0.2554,-0.85479,33
2.3108,0.27146,-0.84684,27
2.5517,0.29976,-0.86816,30
2.795,0.32833,-0.87813,28
3.0818,0.36202,-0.88976,38
3.3455,0.393,-0.88182,31
3.711,0.43595,-0.88535,31
1.3313,0.15263,-0.79472,33
1.3858,0.15887,-0.78374,25
1.5439,0.17699,-0.82627,26
1.6389,0.18788,-0.82858,19
1.7367,0.1991,-0.82743,30
1.8188,0.20852,-0.8151,23
1.9948,0.22869,-0.83868,21
2.1655,0.24826,-0.85115,25
2.3078,0.26457,-0.84547,21
2.5413,0.29134,-0.86432,28
2.7295,0.31291,-0.85728,23
3.0923,0.35451,-0.89251,46
3.3197,0.38058,-0.87473,28
3.7625,0.43134,-0.89734,45
1.3199,0.14711,-0.78758,33
1.3777,0.15355,-0.77884,20
1.5339,0.17097,-0.82064,26
1.627,0.18135,-0.8223,21
1.7373,0.19364,-0.82743,33
1.8467,0.20584,-0.8273,21
2.0249,0.22569,-0.85101,24
2.1737,0.24228,-0.85406,35
2.346,0.26149,-0.85915,19
2.5497,0.28419,-0.86688,30
2.7741,0.3092,-0.87099,25
3.0647,0.3416,-0.88424,38
3.4054,0.37957,-0.89702,26
3.7464,0.41758,-0.89319,34
1.3305,0.14454,-0.7937,33
1.4075,0.15291,-0.7955,22
1.4993,0.16287,-0.80186,24
1.6257,0.17661,-0.8214,23
1.7414,0.18918,-0.82914,31
1.8437,0.20028,-0.82568,23
2.0108,0.21844,-0.84485,27
2.1633,0.23501,-0.84969,35
2.3766,0.25818,-0.8701,21
2.5448,0.27646,-0.86496,30
2.7484,0.29857,-0.86265,33
3.0944,0.33616,-0.89251,36
3.3565,0.36463,-0.88385,28
3.8327,0.41637,-0.91348,27
1.336,0.14137,-0.79676,36
1.4114,0.14934,-0.79746,32
1.4734,0.1559,-0.78777,22
1.6387,0.17339,-0.82768,22
1.7527,0.18546,-0.83427,31
1.8442,0.19514,-0.82568,23
2.0188,0.21361,-0.84793,27
2.1287,0.22524,-0.83587,30
2.3661,0.25036,-0.86599,24
2.5098,0.26556,-0.85279,24
2.734,0.28928,-0.85788,30
3.0857,0.3265,-0.88976,44
3.4171,0.36157,-0.89955,29
3.7913,0.40116,-0.90333,45
1.333,0.13728,-0.79472,38
1.4153,0.14576,-0.79942,30
1.4527,0.14961,-0.77651,22
1.6463,0.16954,-0.83127,22
1.7371,0.1789,-0.82657,33
1.8538,0.19092,-0.82974,21
2.023,0.20834,-0.84947,29
2.1256,0.21891,-0.83442,28
2.3425,0.24125,-0.8571,24
2.5068,0.25816,-0.85151,21
2.6911,0.27715,-0.84418,39
3.0752,0.3167,-0.88645,41
3.4027,0.35044,-0.8955,33
3.7788,0.38917,-0.9001,39
1.3403,0.13378,-0.79881,40
1.414,0.14114,-0.79844,27
1.4883,0.14855,-0.79528,18
1.6361,0.16331,-0.82589,23
1.7088,0.17056,-0.81288,33
1.8017,0.17983,-0.80615,26
2.0255,0.20217,-0.85024,29
2.1578,0.21538,-0.84678,33
2.332,0.23277,-0.853,24
2.5132,0.25085,-0.85343,27
2.7319,0.27268,-0.85669,28
3.0494,0.30437,-0.87873,41
3.3384,0.33321,-0.87828,24
3.751,0.3744,-0.89319,34
1.3595,0.13186,-0.81003,36
1.4179,0.13753,-0.8004,32
1.4958,0.14508,-0.79904,19
1.633,0.15839,-0.82409,24
1.7039,0.16527,-0.81031,31
1.8167,0.17621,-0.81266,23
2.0242,0.19634,-0.84947,29
2.1603,0.20953,-0.84751,35
2.3401,0.22698,-0.85573,27
2.5365,0.24603,-0.86111,19
2.7535,0.26707,-0.86324,25
3.0617,0.29696,-0.88204,36
3.3489,0.32482,-0.88081,29
3.7656,0.36524,-0.89641,29
1.3633,0.12791,-0.81207,38
1.427,0.13389,-0.8053,32
1.5085,0.14153,-0.80561,22
1.6281,0.15276,-0.8214,22
1.7008,0.15958,-0.8086,28
1.8246,0.17119,-0.81591,21
2.0156,0.18911,-0.84562,27
2.1646,0.20309,-0.84897,33
2.3502,0.2205,-0.85915,22
2.543,0.23859,-0.86304,22
2.7562,0.2586,-0.86384,28
3.0511,0.28627,-0.87873,38
3.3557,0.31484,-0.88233,33
3.7861,0.35522,-0.90103,36
1.3705,0.12473,-0.81615,36
1.4447,0.13148,-0.81509,27
1.53,0.13924,-0.81688,20
1.6303,0.14837,-0.8223,23
1.7265,0.15712,-0.82058,26
1.845,0.16791,-0.82486,23
2.0198,0.18382,-0.84716,27
2.1856,0.1989,-0.85697,30
2.3246,0.21155,-0.84958,24
2.5323,0.23046,-0.85919,27
2.7151,0.2471,-0.85073,25
3.0079,0.27374,-0.86605,41
3.4028,0.30968,-0.89448,31
3.8006,0.34588,-0.90425,36
1.376,0.12135,-0.81921,40
1.452,0.12806,-0.81901,22
1.5638,0.13792,-0.83472,17
1.6379,0.14445,-0.82589,24
1.7341,0.15293,-0.824,26
1.8564,0.16372,-0.82974,25
2.0111,0.17737,-0.84331,24
2.1564,0.19018,-0.84533,30
2.3383,0.20622,-0.85437,24
2.531,0.22322,-0.85855,30
2.7348,0.24119,-0.85669,25
2.9435,0.25959,-0.84731,44
3.3882,0.29882,-0.89043,35
3.8074,0.33578,-0.90564,31
1.3764,0.11703,-0.81921,40
1.4524,0.1235,-0.81901,22
1.5537,0.1321,-0.82909,21
1.6223,0.13794,-0.81781,22
1.7382,0.14779,-0.82571,30
1.8515,0.15743,-0.8273,28
2.0007,0.17011,-0.83868,27
2.1663,0.18419,-0.84897,28
2.3295,0.19807,-0.85095,27
2.5449,0.21639,-0.86304,27
2.728,0.23195,-0.8543,25
3.0382,0.25833,-0.87432,30
3.3525,0.28505,-0.88081,31
3.8026,0.32332,-0.90425,36
1.3732,0.11338,-0.81717,42
1.4232,0.11751,-0.80236,25
1.5294,0.12627,-0.81594,27
1.628,0.13442,-0.8205,22
1.7241,0.14235,-0.81887,30
1.8336,0.1514,-0.81917,30
2.0048,0.16553,-0.84022,24
2.1797,0.17997,-0.85406,30
2.3113,0.19084,-0.84411,28
2.5908,0.21391,-0.8784,27
2.7552,0.22748,-0.86265,25
3.0771,0.25407,-0.88535,33
3.3339,0.27527,-0.87574,35
3.7627,0.31067,-0.89457,36
1.3753,0.1092,-0.81819,42
1.3975,0.11097,-0.78766,25
1.5227,0.12091,-0.81219,24
1.648,0.13086,-0.83037,24
1.7318,0.13751,-0.82229,30
1.8523,0.14708,-0.8273,21
1.9703,0.15645,-0.82558,22
2.1933,0.17416,-0.85915,28
2.2913,0.18194,-0.83658,27
2.5801,0.20487,-0.87456,22
2.7521,0.21852,-0.86145,33
3.0817,0.2447,-0.88645,38
3.3772,0.26816,-0.88689,33
3.7403,0.297,-0.88904,36
1.3825,0.10565,-0.82227,42
1.4169,0.10828,-0.79844,30
1.5459,0.11814,-0.82439,27
1.6501,0.1261,-0.83127,24
1.7448,0.13333,-0.82828,26
1.8655,0.14256,-0.833,28
2.0186,0.15426,-0.84562,21
2.1789,0.16651,-0.85333,30
2.3105,0.17657,-0.84342,19
2.5618,0.19577,-0.86816,24
2.7489,0.21007,-0.86026,30
3.0633,0.23409,-0.88094,38
3.378,0.25814,-0.88689,33
3.7897,0.28961,-0.90056,36
1.3725,0.10127,-0.81615,45
1.4363,0.10598,-0.80921,30
1.5392,0.11357,-0.82064,24
1.6433,0.12126,-0.82768,26
1.7559,0.12956,-0.83342,28
1.8531,0.13673,-0.8273,28
2.0153,0.1487,-0.84408,27
2.1311,0.15724,-0.83442,35
2.3035,0.16997,-0.84069,18
2.5453,0.18781,-0.8624,27
2.7113,0.20006,-0.84835,25
3.0792,0.2272,-0.88535,38
3.3941,0.25044,-0.89094,35
3.8215,0.28198,-0.90794,27
1.3796,0.097441,-0.82023,47
1.4454,0.10208,-0.81411,25
1.5396,0.10874,-0.82064,22
1.6402,0.11584,-0.82589,26
1.7239,0.12176,-0.81801,24
1.8353,0.12962,-0.81917,26
2.0195,0.14263,-0.84562,29
2.152,0.15199,-0.84242,33
2.3078,0.16299,-0.84205,21
2.4949,0.17621,-0.84511,22
2.7405,0.19356,-0.85728,25
3.0358,0.21441,-0.87267,41
3.4045,0.24045,-0.89347,31
3.8166,0.26956,-0.90656,34
1.3816,0.093705,-0.82125,47
1.4526,0.098518,-0.81803,22
1.5222,0.10324,-0.81125,20
1.6369,0.11102,-0.82409,22
1.735,0.11767,-0.82315,24
1.832,0.12425,-0.81754,25
2.0272,0.13749,-0.8487,27
2.1524,0.14598,-0.84242,35
2.3607,0.16011,-0.86121,21
2.5313,0.17168,-0.85727,21
2.7258,0.18487,-0.85252,28
3.0882,0.20945,-0.88755,38
3.3936,0.23016,-0.89043,29
3.7513,0.25442,-0.89088,52
1.375,0.0894,-0.81717,42
1.4685,0.09548,-0.82685,27
1.5119,0.098303,-0.80561,16
1.655,0.10761,-0.83307,26
1.7336,0.11271,-0.82229,33
1.8634,0.12115,-0.83137,25
2.0129,0.13087,-0.84253,24
2.1379,0.139,-0.8366,37
2.3837,0.15498,-0.86942,21
2.5903,0.16842,-0.87712,19
2.7511,0.17887,-0.86026,30
3.0849,0.20057,-0.88645,30
3.344,0.21742,-0.87726,31
3.8005,0.2471,-0.90241,29
1.377,0.085186,-0.81819,42
1.4653,0.09065,-0.82489,35
1.551,0.095952,-0.82627,19
1.6447,0.10174,-0.82768,26
1.7574,0.10872,-0.83342,24
1.8528,0.11462,-0.82649,26
1.9856,0.12284,-0.83097,22
2.1402,0.1324,-0.83733,35
2.3823,0.14738,-0.86873,22
2.5455,0.15747,-0.86175,22
2.7459,0.16987,-0.85848,30
3.0932,0.19136,-0.88865,26
3.335,0.20632,-0.87473,29
3.8401,0.23756,-0.91163,29
1.3755,0.080999,-0.81717,40
1.4586,0.085892,-0.82097,35
1.5689,0.092387,-0.83566,20
1.6432,0.096759,-0.82678,28
1.7613,0.10371,-0.83513,28
1.8239,0.1074,-0.81347,30
2.0155,0.11868,-0.84331,24
2.135,0.12572,-0.83514,35
2.3714,0.13964,-0.86463,27
2.5157,0.14814,-0.85151,22
2.7769,0.16352,-0.86801,33
3.0726,0.18093,-0.88259,33
3.3549,0.19756,-0.8798,33
3.8447,0.2264,-0.91255,29
1.3792,0.077591,-0.81921,38
1.4658,0.082465,-0.82489,32
1.5762,0.088676,-0.83942,19
1.6399,0.092256,-0.82499,26
1.7579,0.098899,-0.83342,30
1.8224,0.10253,-0.81266,23
1.9973,0.11237,-0.8356,21
2.1428,0.12055,-0.83805,30
2.3605,0.1328,-0.86052,21
2.4896,0.14006,-0.84255,14
2.7716,0.15593,-0.86622,33
3.0808,0.17332,-0.8848,33
3.3245,0.18703,-0.87169,22
3.8433,0.21622,-0.91209,36
1.3725,0.073132,-0.81513,38
1.4626,0.07793,-0.82293,32
1.5694,0.083623,-0.83566,20
1.633,0.08701,-0.8214,22
1.7528,0.093395,-0.83085,30
1.8573,0.098965,-0.82812,25
2.0069,0.10693,-0.83945,14
2.1655,0.11538,-0.84678,25
2.3422,0.1248,-0.85368,22
2.5619,0.1365,-0.86688,17
2.7568,0.14689,-0.86145,30
3.0755,0.16387,-0.88314,33
3.3019,0.17593,-0.86561,28
3.7857,0.20171,-0.89826,45
1.3349,0.067158,-0.79268,40
1.4576,0.073327,-0.81999,25
1.552,0.078079,-0.82627,22
1.6261,0.081805,-0.81781,21
1.782,0.089647,-0.84454,35
1.8613,0.093637,-0.82974,25
2.0182,0.10153,-0.84408,11
2.1546,0.10839,-0.84242,30
2.3556,0.11851,-0.85847,24
2.5944,0.13052,-0.87776,19
2.782,0.13996,-0.8692,30
3.0818,0.15504,-0.8848,33
3.3816,0.17012,-0.88638,33
3.7862,0.19048,-0.89826,31
1.3025,0.061879,-0.7733,28
1.456,0.069174,-0.81901,22
1.5575,0.073996,-0.82909,18
1.6317,0.077519,-0.8205,22
1.7804,0.084584,-0.84368,33
1.8433,0.087572,-0.82161,25
2.0167,0.09581,-0.84331,15
2.1884,0.10397,-0.85551,26
2.3241,0.11041,-0.84684,28
2.574,0.12229,-0.87072,22
2.7957,0.13282,-0.87337,30
3.1052,0.14752,-0.89141,38
3.3744,0.16031,-0.88435,31
3.8043,0.18074,-0.90241,31
1.2855,0.057249,-0.7631,31
1.458,0.064931,-0.81999,23
1.5666,0.069767,-0.83378,14
1.6444,0.073234,-0.82678,23
1.7788,0.079221,-0.84283,31
1.8362,0.081777,-0.81835,28
2.0077,0.089415,-0.83945,17
2.1831,0.097227,-0.85333,28
2.2962,0.10226,-0.83658,28
2.544,0.1133,-0.86047,30
2.7751,0.12359,-0.86682,33
3.0941,0.1378,-0.8881,41
3.3458,0.14901,-0.87676,31
3.7892,0.16875,-0.89872,36
1.2908,0.053649,-0.76616,31
1.4564,0.060533,-0.81901,19
1.5491,0.064386,-0.82439,18
1.6446,0.068354,-0.82678,23
1.7809,0.074018,-0.84368,31
1.862,0.077391,-0.82974,28
2.0135,0.083688,-0.84176,19
2.1592,0.089743,-0.84387,28
2.3247,0.09662,-0.84684,30
2.5254,0.10496,-0.85407,24
2.7488,0.11425,-0.85848,25
3.1118,0.12934,-0.89307,36
3.3057,0.13739,-0.86612,35
3.7955,0.15775,-0.9001,42
1.303,0.05051,-0.7733,31
1.4339,0.055587,-0.80628,18
1.5422,0.059786,-0.82064,24
1.6519,0.064038,-0.83037,18
1.7702,0.068624,-0.83855,31
1.8677,0.072403,-0.83218,32
2.0138,0.078065,-0.84176,19
2.1278,0.082486,-0.83151,26
2.3493,0.091074,-0.85573,28
2.5636,0.099379,-0.86688,24
2.8006,0.10857,-0.87456,28
3.1006,0.1202,-0.88976,36
3.2596,0.12636,-0.85396,66
3.7512,0.14542,-0.8895,34
1.3151,0.047075,-0.78044,29
1.4045,0.050272,-0.78962,18
1.5424,0.05521,-0.82064,24
1.6557,0.059264,-0.83217,17
1.7596,0.062984,-0.83342,23
1.8624,0.066665,-0.82974,32
2.0214,0.072353,-0.84485,18
2.1467,0.076839,-0.83878,28
2.3628,0.084574,-0.86052,27
2.5582,0.091569,-0.86496,21
2.8047,0.10039,-0.87575,28
3.1202,0.11169,-0.89527,36
3.3045,0.11828,-0.86561,50
3.6953,0.13227,-0.87613,36
1.3204,0.043111,-0.7835,27
1.4203,0.046372,-0.79844,19
1.5408,0.050306,-0.8197,24
1.6451,0.053713,-0.82678,21
1.7453,0.056984,-0.82657,26
1.8699,0.061052,-0.833,28
2.0068,0.065521,-0.83868,18
2.1674,0.070763,-0.84678,25
2.3555,0.076905,-0.85779,32
2.5585,0.083532,-0.86496,24
2.7363,0.08934,-0.8543,33
3.1263,0.10207,-0.89692,36
3.2951,0.10758,-0.86308,71
3.8182,0.12466,-0.90518,29
1.3429,0.040326,-0.79676,25
1.45,0.043543,-0.81509,20
1.548,0.046484,-0.82345,23
1.6346,0.049084,-0.8214,23
1.7003,0.051058,-0.80518,19
1.8555,0.055718,-0.82649,25
1.9885,0.059713,-0.83097,19
2.1806,0.06548,-0.85188,22
2.3557,0.070738,-0.85779,32
2.5511,0.076606,-0.8624,27
2.769,0.08315,-0.86443,28
3.1342,0.094117,-0.89913,38
3.3592,0.10087,-0.8798,33
3.8302,0.11502,-0.90794,34
1.3551,0.036667,-0.80391,29
1.4606,0.039523,-0.82097,22
1.5517,0.041987,-0.82533,20
1.6401,0.044379,-0.82409,22
1.7275,0.046746,-0.81801,15
1.8502,0.050064,-0.82405,16
1.9832,0.053663,-0.82866,15
2.218,0.060018,-0.86643,24
2.3596,0.06385,-0.85915,32
2.5665,0.069446,-0.86752,24
2.7139,0.073436,-0.84716,33
3.1306,0.084713,-0.89803,38
3.3789,0.091429,-0.88486,31
3.8208,0.10339,-0.90564,39
1.3397,0.032273,-0.79472,28
1.4607,0.035189,-0.82097,22
1.5571,0.03751,-0.82815,21
1.6491,0.039728,-0.82858,21
1.7494,0.042143,-0.82828,17
1.8686,0.045014,-0.83218,28
2.0147,0.048534,-0.84176,18
2.2201,0.053482,-0.86715,26
2.3561,0.056758,-0.85779,30
2.5439,0.061284,-0.85983,28
2.7485,0.066211,-0.85788,23
3.1251,0.075285,-0.89637,33
3.4101,0.082149,-0.89296,28
3.825,0.092144,-0.90656,31
1.3329,0.028385,-0.79064,28
1.4434,0.030739,-0.81117,22
1.5554,0.033124,-0.82721,23
1.6474,0.035084,-0.82768,22
1.7603,0.037488,-0.83342,20
1.8523,0.039446,-0.82486,30
2.0222,0.043065,-0.84485,18
2.1997,0.046845,-0.85915,26
2.3656,0.050379,-0.86121,28
2.5422,0.054139,-0.85919,22
2.7735,0.059064,-0.86562,28
3.1272,0.066598,-0.89692,33
3.3348,0.07102,-0.87321,35
3.8271,0.081504,-0.90702,34
1.3416,0.024588,-0.79574,24
1.4295,0.0262,-0.80334,21
1.552,0.028444,-0.82533,24
1.6368,0.03,-0.8223,23
1.7695,0.032431,-0.83769,20
1.8651,0.034184,-0.83056,26
2.0112,0.036862,-0.84022,20
2.1663,0.039704,-0.84606,33
2.3488,0.04305,-0.85505,28
2.5461,0.046665,-0.86047,27
2.6934,0.049365,-0.8406,42
3.1063,0.056932,-0.89086,36
3.2693,0.059919,-0.85599,40
3.8274,0.070148,-0.90702,29
1.3588,0.021109,-0.80595,29
1.461,0.022696,-0.82097,19
1.5573,0.024193,-0.82815,23
1.6262,0.025262,-0.81691,22
1.7641,0.027405,-0.83513,22
1.8744,0.029118,-0.83462,26
2.0076,0.031188,-0.83868,19
2.1236,0.032989,-0.82932,24
2.3114,0.035906,-0.84137,22
2.5368,0.039408,-0.85727,27
2.726,0.042348,-0.85073,33
3.1353,0.048705,-0.89913,36
3.3739,0.052412,-0.88334,33
3.8178,0.059309,-0.90471,29
1.3744,0.017512,-0.81513,28
1.4837,0.018905,-0.83371,19
1.5574,0.019844,-0.82815,22
1.6334,0.020812,-0.8205,22
1.766,0.022502,-0.83598,30
1.8708,0.023837,-0.833,25
1.9948,0.025417,-0.83328,20
2.133,0.027177,-0.83296,24
2.3171,0.029523,-0.84342,17
2.5539,0.032541,-0.86304,24
2.7586,0.035149,-0.86086,28
3.1258,0.039827,-0.89637,38
3.3972,0.043286,-0.88942,29
3.818,0.048647,-0.90471,27
