x,y,z,intensity
-0.27958,-1.3108,-0.71266,26
-0.29787,-1.3966,-0.71726,40
-0.30996,-1.4533,-0.70335,28
-0.33081,-1.551,-0.70609,25
-0.35801,-1.6785,-0.71689,34
-0.38006,-1.7819,-0.71147,28
-0.39046,-1.8307,-0.6813,37
-0.42527,-1.9939,-0.68889,24
-0.44923,-2.1062,-0.67201,29
-0.48484,-2.2732,-0.66649,31
-0.53798,-2.5224,-0.67517,24
-0.59066,-2.7693,-0.67093,32
-0.25572,-1.1837,-0.71821,42
-0.27208,-1.2595,-0.72398,28
-0.2845,-1.317,-0.71641,32
-0.30039,-1.3905,-0.71457,34
-0.31644,-1.4648,-0.70934,30
-0.3287,-1.5216,-0.69308,28
-0.36045,-1.6686,-0.71303,31
-0.3804,-1.7609,-0.70347,37
-0.39803,-1.8425,-0.68609,27
-0.43129,-1.9965,-0.69017,28
-0.45998,-2.1293,-0.67975,27
-0.48349,-2.2381,-0.65657,34
-0.54254,-2.5115,-0.67264,24
-0.59051,-2.7335,-0.66263,32
-0.25792,-1.178,-0.71515,45
-0.27858,-1.2723,-0.73182,23
-0.28931,-1.3214,-0.71923,34
-0.30389,-1.388,-0.71367,34
-0.32362,-1.478,-0.71619,31
-0.32787,-1.4975,-0.6825,28
-0.36196,-1.6531,-0.70687,26
-0.38133,-1.7416,-0.6962,34
-0.40398,-1.8451,-0.68746,28
-0.43403,-1.9823,-0.68569,30
-0.46797,-2.1373,-0.68273,29
-0.4922,-2.248,-0.65988,31
-0.54873,-2.5062,-0.67162,24
-0.59814,-2.7319,-0.66263,29
-0.26104,-1.1755,-0.71413,40
-0.2816,-1.2681,-0.72986,22
-0.29247,-1.3171,-0.71735,34
-0.30723,-1.3836,-0.71188,37
-0.32722,-1.4735,-0.71448,33
-0.33904,-1.5268,-0.69633,23
-0.36446,-1.6413,-0.70224,28
-0.38932,-1.7532,-0.70129,34
-0.40986,-1.8457,-0.68814,30
-0.43703,-1.9681,-0.68121,24
-0.47224,-2.1266,-0.67975,33
-0.50845,-2.2897,-0.67256,28
-0.55364,-2.4932,-0.66858,25
-0.60962,-2.7453,-0.66632,27
-0.26508,-1.1782,-0.71617,40
-0.28246,-1.2554,-0.723,25
-0.29692,-1.3197,-0.71923,36
-0.31227,-1.3879,-0.71457,34
-0.33411,-1.485,-0.72047,40
-0.3425,-1.5223,-0.69471,25
-0.37026,-1.6456,-0.70455,28
-0.39585,-1.7594,-0.7042,34
-0.41666,-1.8519,-0.69088,24
-0.44378,-1.9724,-0.68313,24
-0.47314,-2.1029,-0.6726,35
-0.51442,-2.2864,-0.672,31
-0.55933,-2.486,-0.66706,25
-0.61856,-2.7492,-0.6677,32
-0.26934,-1.1807,-0.71821,45
-0.28773,-1.2614,-0.72692,30
-0.30123,-1.3205,-0.72017,34
-0.31639,-1.387,-0.71457,37
-0.33731,-1.4787,-0.7179,45
-0.34661,-1.5195,-0.69389,25
-0.37432,-1.6409,-0.70301,28
-0.40231,-1.7637,-0.70638,34
-0.41923,-1.8378,-0.68609,27
-0.45131,-1.9785,-0.68569,27
-0.47641,-2.0885,-0.66843,35
-0.51736,-2.268,-0.66704,28
-0.55724,-2.4428,-0.65592,25
-0.62931,-2.7588,-0.67047,29
-0.27266,-1.1782,-0.71719,50
-0.2917,-1.2605,-0.72692,30
-0.31015,-1.3402,-0.73144,36
-0.31913,-1.379,-0.71098,34
-0.34236,-1.4794,-0.71876,40
-0.3518,-1.5202,-0.69471,26
-0.38113,-1.6469,-0.70609,28
-0.40701,-1.7588,-0.70493,34
-0.42712,-1.8456,-0.68951,28
-0.4524,-1.9549,-0.67801,32
-0.47952,-2.0721,-0.66366,33
-0.52275,-2.2589,-0.66484,28
-0.57407,-2.4806,-0.66656,24
-0.63666,-2.7511,-0.66908,32
-0.27652,-1.1808,-0.71923,52
-0.29738,-1.2699,-0.7328,27
-0.31326,-1.3377,-0.7305,46
-0.31867,-1.3608,-0.702,19
-0.34046,-1.4538,-0.70678,35
-0.35827,-1.5299,-0.69959,26
-0.38292,-1.6351,-0.70147,34
-0.40992,-1.7504,-0.70202,34
-0.43109,-1.8409,-0.68814,28
-0.45751,-1.9537,-0.67801,30
-0.49017,-2.0931,-0.67081,25
-0.5291,-2.2594,-0.66539,31
-0.57527,-2.4565,-0.66048,21
-0.64164,-2.74,-0.66678,22
-0.27984,-1.1783,-0.71821,50
-0.30016,-1.2638,-0.72986,28
-0.31542,-1.3281,-0.7258,54
-0.32542,-1.3702,-0.70739,20
-0.34377,-1.4475,-0.70421,33
-0.3635,-1.5306,-0.7004,30
-0.38848,-1.6357,-0.70224,28
-0.41326,-1.7401,-0.69838,32
-0.43253,-1.8212,-0.6813,35
-0.46496,-1.9578,-0.67993,28
-0.49586,-2.0879,-0.66962,27
-0.5393,-2.2708,-0.66925,31
-0.58566,-2.466,-0.66352,24
-0.64395,-2.7114,-0.66032,36
-0.28372,-1.1809,-0.72025,45
-0.30387,-1.2648,-0.73084,28
-0.31972,-1.3307,-0.72768,50
-0.33151,-1.3798,-0.71278,24
-0.34545,-1.4378,-0.69993,30
-0.36751,-1.5296,-0.7004,28
-0.39449,-1.6419,-0.70532,31
-0.41346,-1.7209,-0.6911,34
-0.44652,-1.8584,-0.69567,27
-0.47186,-1.9639,-0.68249,27
-0.49776,-2.0717,-0.66486,22
-0.54165,-2.2544,-0.66484,28
-0.60071,-2.5002,-0.67314,27
-0.65923,-2.7438,-0.66862,32
-0.28906,-1.1867,-0.72433,40
-0.30743,-1.2621,-0.72986,28
-0.32306,-1.3263,-0.7258,43
-0.33542,-1.377,-0.71188,24
-0.34954,-1.4349,-0.69908,31
-0.37404,-1.5355,-0.70365,32
-0.39877,-1.6371,-0.70378,34
-0.4224,-1.7341,-0.69692,32
-0.44835,-1.8406,-0.68951,27
-0.47578,-1.9532,-0.67929,28
-0.51014,-2.0943,-0.6726,22
-0.55101,-2.262,-0.66759,31
-0.5994,-2.4607,-0.66301,25
-0.67384,-2.7663,-0.67462,29
-0.29031,-1.1775,-0.71923,47
-0.31096,-1.2612,-0.72986,30
-0.32719,-1.3271,-0.72674,39
-0.33755,-1.3691,-0.70829,26
-0.35398,-1.4357,-0.69993,31
-0.37745,-1.5309,-0.70203,33
-0.40334,-1.6359,-0.70378,37
-0.42545,-1.7256,-0.69401,34
-0.45439,-1.843,-0.69088,24
-0.48078,-1.95,-0.67865,27
-0.51918,-2.1058,-0.67677,29
-0.55824,-2.2642,-0.6687,28
-0.59237,-2.4027,-0.64782,25
-0.6741,-2.7342,-0.66724,32
-0.29401,-1.1766,-0.71923,47
-0.31407,-1.2569,-0.7279,28
-0.33007,-1.3209,-0.72393,36
-0.34012,-1.3611,-0.7047,26
-0.35892,-1.4364,-0.70079,31
-0.3858,-1.5439,-0.70854,32
-0.41027,-1.6418,-0.70687,37
-0.42906,-1.7171,-0.6911,32
-0.45926,-1.8379,-0.68951,27
-0.48737,-1.9504,-0.67929,21
-0.5258,-2.1042,-0.67677,33
-0.55929,-2.2382,-0.66153,26
-0.61446,-2.459,-0.66352,24
-0.6742,-2.698,-0.65894,29
-0.29709,-1.1758,-0.71923,45
-0.3148,-1.2459,-0.72202,30
-0.33266,-1.3166,-0.72205,39
-0.34456,-1.3637,-0.70649,28
-0.36534,-1.4459,-0.70592,28
-0.39029,-1.5447,-0.70935,32
-0.41456,-1.6407,-0.70687,34
-0.43721,-1.7304,-0.69692,30
-0.46223,-1.8294,-0.68678,27
-0.49293,-1.9509,-0.67993,19
-0.53271,-2.1083,-0.67856,35
-0.56751,-2.2461,-0.66429,31
-0.62469,-2.4724,-0.66757,18
-0.67697,-2.6793,-0.65479,29
-0.30186,-1.1799,-0.72229,42
-0.31849,-1.245,-0.72202,27
-0.33657,-1.3156,-0.72205,39
-0.34993,-1.3678,-0.70918,30
-0.37187,-1.4536,-0.7102,33
-0.39306,-1.5364,-0.70609,33
-0.41806,-1.6341,-0.70455,31
-0.44327,-1.7327,-0.69838,34
-0.46906,-1.8335,-0.68883,28
-0.50295,-1.966,-0.68569,19
-0.53849,-2.1049,-0.67796,33
-0.57464,-2.2462,-0.66484,34
-0.6373,-2.4911,-0.67314,21
-0.68733,-2.6867,-0.65709,29
-0.30363,-1.1724,-0.71821,47
-0.32262,-1.2457,-0.723,30
-0.33825,-1.3061,-0.71735,34
-0.35533,-1.372,-0.71188,34
-0.37391,-1.4437,-0.70592,45
-0.39533,-1.5264,-0.70203,32
-0.42105,-1.6257,-0.70147,26
-0.44794,-1.7296,-0.69765,34
-0.47167,-1.8212,-0.68472,28
-0.51163,-1.9755,-0.68953,24
-0.54425,-2.1014,-0.67737,33
-0.58131,-2.2445,-0.66484,31
-0.63983,-2.4705,-0.66808,25
-0.69432,-2.6809,-0.65617,27
-0.3058,-1.1665,-0.71515,42
-0.32632,-1.2447,-0.723,28
-0.34213,-1.305,-0.71735,34
-0.35985,-1.3727,-0.71278,34
-0.38003,-1.4496,-0.70934,40
-0.39846,-1.5199,-0.69959,28
-0.42587,-1.6245,-0.70147,31
-0.4507,-1.7192,-0.69401,32
-0.46849,-1.787,-0.67241,31
-0.51653,-1.9703,-0.68825,28
-0.54903,-2.0943,-0.67558,33
-0.59479,-2.2688,-0.67256,34
-0.64225,-2.4499,-0.66301,25
-0.69832,-2.6637,-0.65248,29
-0.31214,-1.1773,-0.72229,37
-0.32532,-1.227,-0.71321,30
-0.34713,-1.3092,-0.72017,36
-0.36277,-1.3682,-0.71098,32
-0.38315,-1.4451,-0.70763,31
-0.40318,-1.5206,-0.7004,28
-0.42757,-1.6126,-0.69684,31
-0.45741,-1.7251,-0.69692,32
-0.48263,-1.8202,-0.68541,27
-0.52251,-1.9707,-0.68889,28
-0.54998,-2.0743,-0.66962,25
-0.58535,-2.2077,-0.65491,41
-0.65703,-2.478,-0.67112,24
-0.71224,-2.6862,-0.65848,29
-0.31653,-1.1796,-0.72433,37
-0.32715,-1.2193,-0.70929,28
-0.35238,-1.3133,-0.72299,36
-0.36544,-1.3619,-0.70829,28
-0.38837,-1.4474,-0.70934,30
-0.40816,-1.5211,-0.70121,26
-0.43618,-1.6256,-0.70301,28
-0.46253,-1.7238,-0.69692,32
-0.489,-1.8224,-0.68678,30
-0.52443,-1.9545,-0.68377,24
-0.55614,-2.0726,-0.66962,27
-0.58094,-2.1651,-0.64279,35
-0.65936,-2.4573,-0.66605,25
-0.71617,-2.6691,-0.65479,27
-0.32117,-1.1837,-0.72739,35
-0.3333,-1.2284,-0.71516,25
-0.35328,-1.3021,-0.71735,32
-0.36924,-1.3609,-0.70829,26
-0.39288,-1.4481,-0.7102,31
-0.41432,-1.5271,-0.70447,26
-0.44023,-1.6226,-0.70224,31
-0.46539,-1.7153,-0.69401,34
-0.49557,-1.8265,-0.68883,30
-0.5279,-1.9457,-0.68121,21
-0.55292,-2.0379,-0.6589,29
-0.59705,-2.2006,-0.65381,28
-0.66673,-2.4574,-0.66656,25
-0.72719,-2.6802,-0.65802,22
-0.3258,-1.186,-0.72943,35
-0.33993,-1.2375,-0.72104,28
-0.35783,-1.3027,-0.71829,36
-0.37351,-1.3597,-0.70829,30
-0.39743,-1.4468,-0.7102,28
-0.4196,-1.5275,-0.70528,32
-0.44142,-1.6069,-0.69607,34
-0.47423,-1.7264,-0.69911,34
-0.49732,-1.8104,-0.68336,35
-0.53451,-1.9458,-0.68185,22
-0.55983,-2.038,-0.65949,25
-0.60956,-2.2191,-0.65988,22
-0.66983,-2.4385,-0.662,24
-0.73716,-2.6835,-0.6594,29
-0.32752,-1.1802,-0.72637,40
-0.34223,-1.2332,-0.71908,28
-0.3603,-1.2983,-0.71641,39
-0.37755,-1.3605,-0.70918,30
-0.39928,-1.4388,-0.70678,31
-0.42408,-1.5282,-0.70609,32
-0.44464,-1.6022,-0.69453,31
-0.48274,-1.7395,-0.70493,32
-0.49904,-1.7983,-0.67925,35
-0.54264,-1.9554,-0.68569,24
-0.56874,-2.0494,-0.66366,29
-0.62668,-2.2582,-0.672,28
-0.67414,-2.4292,-0.65997,24
-0.7421,-2.6741,-0.65755,27
-0.33076,-1.1775,-0.72535,45
-0.34422,-1.2254,-0.71516,30
-0.36533,-1.3006,-0.71829,36
-0.38134,-1.3576,-0.70829,26
-0.40234,-1.4323,-0.70421,35
-0.42691,-1.5198,-0.70284,33
-0.45566,-1.6221,-0.70378,31
-0.48316,-1.72,-0.69765,34
-0.50774,-1.8075,-0.68336,35
-0.54315,-1.9336,-0.67865,28
-0.57827,-2.0586,-0.66724,33
-0.63065,-2.2451,-0.6687,35
-0.68805,-2.4495,-0.66605,24
-0.76207,-2.713,-0.6677,29
-0.33452,-1.1782,-0.72637,42
-0.34716,-1.2228,-0.71419,28
-0.36848,-1.2978,-0.71735,39
-0.38415,-1.3531,-0.70649,28
-0.40387,-1.4225,-0.69993,31
-0.43165,-1.5203,-0.70365,30
-0.4617,-1.6262,-0.70609,28
-0.48186,-1.6972,-0.68892,32
-0.51792,-1.8242,-0.6902,30
-0.5501,-1.9375,-0.68057,24
-0.58662,-2.0662,-0.67022,35
-0.6301,-2.2193,-0.66153,34
-0.69489,-2.4475,-0.66605,25
-0.76061,-2.679,-0.65986,29
-0.33944,-1.1822,-0.72943,32
-0.35512,-1.2368,-0.723,28
-0.37087,-1.2917,-0.71454,34
-0.38767,-1.3502,-0.70559,32
-0.40858,-1.423,-0.70079,31
-0.43717,-1.5226,-0.70528,30
-0.46652,-1.6248,-0.70609,28
-0.48637,-1.694,-0.68819,30
-0.52385,-1.8245,-0.69088,30
-0.5548,-1.9323,-0.67929,19
-0.59222,-2.0626,-0.66962,33
-0.62607,-2.1805,-0.6505,31
-0.70001,-2.438,-0.66403,24
-0.77715,-2.7067,-0.66724,27
-0.34205,-1.1797,-0.72841,30
-0.35884,-1.2376,-0.72398,35
-0.3767,-1.2992,-0.71923,32
-0.3917,-1.3509,-0.70649,37
-0.40778,-1.4063,-0.69309,33
-0.43861,-1.5126,-0.70121,30
-0.47026,-1.6218,-0.70532,28
-0.49081,-1.6927,-0.68819,32
-0.52234,-1.8014,-0.68267,35
-0.55247,-1.9053,-0.67032,24
-0.59922,-2.0666,-0.67141,29
-0.6473,-2.2324,-0.66649,24
-0.701,-2.4176,-0.65896,24
-0.77285,-2.6654,-0.65755,22
-0.34624,-1.1802,-0.72943,37
-0.36322,-1.2381,-0.72496,32
-0.38029,-1.2963,-0.71829,36
-0.39444,-1.3445,-0.7038,34
-0.4127,-1.4068,-0.69394,31
-0.44438,-1.5148,-0.70284,28
-0.47275,-1.6115,-0.70147,31
-0.49979,-1.7036,-0.69329,30
-0.52482,-1.789,-0.67857,33
-0.56858,-1.9381,-0.68249,22
-0.60624,-2.0665,-0.67201,27
-0.64619,-2.2027,-0.65822,22
-0.70478,-2.4024,-0.65541,24
-0.76588,-2.6106,-0.64464,27
-0.34856,-1.176,-0.72739,40
-0.36866,-1.2438,-0.72888,28
-0.3824,-1.2901,-0.71547,39
-0.39667,-1.3383,-0.70111,34
-0.42433,-1.4316,-0.70678,31
-0.45069,-1.5205,-0.70609,30
-0.47778,-1.6119,-0.70224,28
-0.50508,-1.704,-0.69401,32
-0.53462,-1.8037,-0.68472,28
-0.57669,-1.9456,-0.68569,24
-0.6055,-2.0428,-0.66486,33
-0.6507,-2.1953,-0.65657,26
-0.71974,-2.4282,-0.66301,25
-0.7881,-2.6589,-0.65709,27
-0.35205,-1.1749,-0.72739,37
-0.37285,-1.2443,-0.72986,32
-0.38673,-1.2907,-0.71641,34
-0.40269,-1.3439,-0.7047,30
-0.42962,-1.4338,-0.70849,37
-0.45625,-1.5227,-0.70772,30
-0.4815,-1.607,-0.7007,31
-0.50639,-1.69,-0.68892,34
-0.53512,-1.7859,-0.67857,35
-0.58518,-1.953,-0.68889,21
-0.61485,-2.052,-0.66843,27
-0.64838,-2.1639,-0.64775,31
-0.73027,-2.4372,-0.66605,24
-0.77979,-2.6025,-0.64372,34
-0.35354,-1.1673,-0.72331,32
-0.37755,-1.2466,-0.73182,32
-0.39363,-1.2997,-0.72205,36
-0.41134,-1.3581,-0.71278,26
-0.43754,-1.4446,-0.71448,40
-0.46182,-1.5248,-0.70935,32
-0.48733,-1.6091,-0.70224,31
-0.5114,-1.6885,-0.68892,34
-0.53878,-1.7789,-0.67652,33
-0.59262,-1.9567,-0.69081,21
-0.62093,-2.0502,-0.66843,25
-0.66037,-2.1804,-0.65326,26
-0.72909,-2.4073,-0.65845,25
-0.80838,-2.6691,-0.66078,32
-0.34995,-1.1432,-0.70903,26
-0.37818,-1.2354,-0.72594,35
-0.39594,-1.2934,-0.71923,39
-0.41484,-1.3552,-0.71188,28
-0.44447,-1.452,-0.71876,40
-0.45993,-1.5025,-0.69959,30
-0.49481,-1.6164,-0.70609,31
-0.52077,-1.7012,-0.69474,30
-0.54626,-1.7845,-0.67925,33
-0.59176,-1.9332,-0.68313,21
-0.6326,-2.0666,-0.67439,27
-0.67134,-2.1931,-0.65767,24
-0.72716,-2.3755,-0.65035,29
-0.81914,-2.6759,-0.66309,32
-0.357,-1.1554,-0.71719,25
-0.3845,-1.2444,-0.73182,32
-0.40088,-1.2975,-0.72205,36
-0.41891,-1.3558,-0.71278,32
-0.4456,-1.4422,-0.71448,40
-0.46602,-1.5083,-0.70284,26
-0.49468,-1.601,-0.69993,34
-0.52192,-1.6892,-0.69038,30
-0.55481,-1.7956,-0.68404,33
-0.60074,-1.9443,-0.68761,24
-0.63068,-2.0412,-0.66664,29
-0.67311,-2.1785,-0.65381,24
-0.74537,-2.4124,-0.66099,24
-0.82499,-2.6701,-0.66217,32
-0.36043,-1.1544,-0.71719,30
-0.38612,-1.2366,-0.7279,30
-0.40473,-1.2963,-0.72205,36
-0.42027,-1.346,-0.70829,32
-0.44341,-1.4201,-0.70421,31
-0.46613,-1.4929,-0.69633,25
-0.50163,-1.6066,-0.70301,28
-0.52471,-1.6805,-0.68747,28
-0.56125,-1.7976,-0.68541,30
-0.60594,-1.9407,-0.68697,24
-0.63503,-2.0338,-0.66486,33
-0.68759,-2.2022,-0.66153,22
-0.75195,-2.4083,-0.66048,27
-0.83697,-2.6806,-0.66539,32
-0.36541,-1.1582,-0.72025,40
-0.39083,-1.2388,-0.72986,27
-0.40964,-1.2984,-0.72393,54
-0.42319,-1.3414,-0.70649,32
-0.44708,-1.4171,-0.70335,23
-0.47001,-1.4898,-0.69552,26
-0.50473,-1.5998,-0.7007,34
-0.53082,-1.6825,-0.68892,32
-0.56489,-1.7905,-0.68336,33
-0.60827,-1.928,-0.68313,27
-0.64451,-2.0429,-0.66843,33
-0.68949,-2.1855,-0.65712,26
-0.7556,-2.395,-0.65744,21
-0.84492,-2.6781,-0.66539,29
-0.36759,-1.1539,-0.71821,37
-0.39323,-1.2344,-0.7279,25
-0.41434,-1.3006,-0.7258,50
-0.43127,-1.3538,-0.71367,28
-0.45378,-1.4244,-0.70763,24
-0.47362,-1.4867,-0.69471,28
-0.50247,-1.5773,-0.69145,31
-0.53382,-1.6757,-0.68674,32
-0.56761,-1.7818,-0.68062,26
-0.61711,-1.9372,-0.68697,28
-0.64905,-2.0374,-0.66724,33
-0.69034,-2.167,-0.65216,26
-0.76287,-2.3947,-0.65795,21
-0.84472,-2.6516,-0.6594,32
-0.37122,-1.1528,-0.71821,35
-0.39551,-1.2282,-0.72496,27
-0.41788,-1.2976,-0.72486,46
-0.43717,-1.3575,-0.71637,37
-0.45714,-1.4196,-0.70592,28
-0.47884,-1.487,-0.69552,28
-0.50516,-1.5687,-0.68837,25
-0.54136,-1.6811,-0.68965,34
-0.57205,-1.7764,-0.67925,33
-0.62261,-1.9334,-0.68633,28
-0.65838,-2.0445,-0.67022,39
-0.69656,-2.163,-0.65161,31
-0.77455,-2.4052,-0.66149,21
-0.84708,-2.6305,-0.65479,27
-0.37091,-1.1402,-0.71107,30
-0.39483,-1.2137,-0.71712,30
-0.42118,-1.2947,-0.72393,46
-0.43898,-1.3494,-0.71278,32
-0.45632,-1.4027,-0.69822,31
-0.48495,-1.4907,-0.69796,28
-0.52066,-1.6005,-0.70301,26
-0.5475,-1.683,-0.6911,30
-0.57848,-1.7783,-0.68062,33
-0.62717,-1.9279,-0.68505,30
-0.66503,-2.0443,-0.67081,35
-0.70178,-2.1573,-0.6505,34
-0.77809,-2.3919,-0.65845,25
-0.84645,-2.602,-0.64833,34
-0.3739,-1.1392,-0.71107,31
-0.39366,-1.1994,-0.70929,32
-0.42292,-1.2886,-0.72111,43
-0.44084,-1.3432,-0.71008,32
-0.46337,-1.4118,-0.70335,31
-0.48885,-1.4895,-0.69796,28
-0.52485,-1.5992,-0.70301,26
-0.55074,-1.6781,-0.68965,30
-0.58255,-1.775,-0.67994,35
-0.63162,-1.9245,-0.68441,32
-0.66681,-2.0317,-0.66724,33
-0.72301,-2.2029,-0.66484,28
-0.78797,-2.4008,-0.66149,25
-0.87147,-2.6553,-0.66217,29
-0.3789,-1.143,-0.71413,42
-0.39941,-1.2049,-0.71321,30
-0.42507,-1.2823,-0.71829,36
-0.44426,-1.3402,-0.70918,30
-0.46699,-1.4088,-0.7025,33
-0.49557,-1.495,-0.70121,25
-0.52843,-1.5941,-0.70147,28
-0.55103,-1.6623,-0.68383,28
-0.58663,-1.7697,-0.67857,33
-0.63733,-1.9226,-0.68441,30
-0.66863,-2.017,-0.66307,27
-0.71805,-2.1661,-0.65436,28
-0.78535,-2.3691,-0.65339,25
-0.88485,-2.6693,-0.66632,29
-0.38229,-1.1419,-0.71413,45
-0.40852,-1.2202,-0.723,28
-0.42551,-1.271,-0.71266,34
-0.4488,-1.3406,-0.71008,30
-0.47117,-1.4074,-0.7025,31
-0.49362,-1.4744,-0.69227,28
-0.52964,-1.582,-0.69684,26
-0.55537,-1.6589,-0.6831,34
-0.59068,-1.7643,-0.6772,33
-0.64063,-1.9135,-0.68185,30
-0.6734,-2.0114,-0.66188,29
-0.7318,-2.1859,-0.66098,28
-0.79544,-2.3759,-0.65592,25
-0.89401,-2.6704,-0.66724,29
-0.38603,-1.1424,-0.71515,45
-0.40913,-1.2108,-0.7181,28
-0.42454,-1.2564,-0.70515,26
-0.4514,-1.3359,-0.70829,26
-0.47452,-1.4043,-0.70164,33
-0.49657,-1.4696,-0.69064,28
-0.53701,-1.5893,-0.7007,28
-0.56119,-1.6608,-0.68456,32
-0.59801,-1.7698,-0.67994,31
-0.64779,-1.9171,-0.68377,28
-0.6839,-2.024,-0.66664,27
-0.73606,-2.1783,-0.65932,35
-0.78473,-2.3224,-0.64174,29
-0.89834,-2.6586,-0.66493,32
-0.38886,-1.1397,-0.71413,47
-0.41104,-1.2047,-0.71516,28
-0.42256,-1.2384,-0.69576,22
-0.45132,-1.3227,-0.702,26
-0.48219,-1.4132,-0.70678,33
-0.50387,-1.4767,-0.69471,26
-0.53993,-1.5824,-0.69839,34
-0.56612,-1.6592,-0.68456,32
-0.60448,-1.7716,-0.6813,33
-0.64368,-1.8865,-0.67353,27
-0.69114,-2.0256,-0.66784,25
-0.74624,-2.1871,-0.66263,35
-0.81849,-2.3988,-0.66352,25
-0.9056,-2.6541,-0.66447,34
-0.38888,-1.1287,-0.70801,47
-0.41574,-1.2067,-0.71712,28
-0.42508,-1.2338,-0.69388,20
-0.45466,-1.3197,-0.70111,24
-0.48991,-1.422,-0.71191,35
-0.50766,-1.4735,-0.69389,26
-0.54463,-1.5808,-0.69839,34
-0.57407,-1.6663,-0.68819,34
-0.60544,-1.7573,-0.67652,33
-0.64558,-1.8738,-0.66968,21
-0.69341,-2.0127,-0.66426,23
-0.74271,-2.1558,-0.65381,26
-0.81867,-2.3762,-0.65795,21
-0.90396,-2.6238,-0.65755,29
-0.39259,-1.1293,-0.70903,47
-0.42255,-1.2154,-0.723,30
-0.43374,-1.2476,-0.70233,20
-0.46363,-1.3336,-0.70918,28
-0.49091,-1.4121,-0.70763,37
-0.51357,-1.4773,-0.69633,25
-0.55268,-1.5897,-0.70301,31
-0.57566,-1.6559,-0.68456,37
-0.61158,-1.7592,-0.67788,33
-0.65018,-1.8702,-0.66904,19
-0.69715,-2.0053,-0.66247,25
-0.74431,-2.141,-0.64995,31
-0.83356,-2.3977,-0.66453,20
-0.91768,-2.6397,-0.66217,27
-0.39879,-1.1362,-0.71413,42
-0.42557,-1.2125,-0.72202,30
-0.44329,-1.263,-0.71172,20
-0.47113,-1.3423,-0.71457,30
-0.48971,-1.3953,-0.69993,35
-0.51553,-1.4688,-0.69308,30
-0.55739,-1.5881,-0.70301,31
-0.57502,-1.6383,-0.67801,32
-0.6168,-1.7574,-0.67788,33
-0.66451,-1.8933,-0.67801,27
-0.70246,-2.0014,-0.66188,29
-0.75257,-2.1442,-0.65161,34
-0.84259,-2.4007,-0.66605,20
-0.93195,-2.6553,-0.66678,27
-0.39909,-1.127,-0.70903,45
-0.42838,-1.2097,-0.72104,32
-0.448,-1.2651,-0.7136,19
-0.47548,-1.3427,-0.71547,32
-0.4924,-1.3905,-0.69822,33
-0.52512,-1.4829,-0.7004,28
-0.56182,-1.5865,-0.70301,31
-0.58644,-1.656,-0.68601,32
-0.62045,-1.7521,-0.67652,33
-0.6717,-1.8968,-0.67993,24
-0.70741,-1.9977,-0.66128,33
-0.76561,-2.162,-0.65767,34
-0.84413,-2.3837,-0.662,21
-0.93416,-2.638,-0.66309,29
-0.40417,-1.1307,-0.71209,40
-0.42962,-1.2019,-0.71712,38
-0.44996,-1.2588,-0.71078,22
-0.47886,-1.3396,-0.71457,34
-0.49713,-1.3907,-0.69908,33
-0.53198,-1.4882,-0.70365,26
-0.56777,-1.5883,-0.70455,37
-0.59636,-1.6683,-0.69183,32
-0.62375,-1.7449,-0.67446,31
-0.6601,-1.8466,-0.66264,22
-0.71205,-1.992,-0.66009,35
-0.77073,-2.1561,-0.65657,34
-0.84859,-2.3739,-0.65997,24
-0.94788,-2.6517,-0.66724,34
-0.40752,-1.1295,-0.71209,42
-0.43377,-1.2022,-0.7181,38
-0.4483,-1.2425,-0.70233,21
-0.47919,-1.3281,-0.70918,34
-0.50493,-1.3994,-0.70421,33
-0.52957,-1.4677,-0.69471,32
-0.57185,-1.5849,-0.70378,40
-0.59941,-1.6613,-0.68965,28
-0.6302,-1.7466,-0.67583,31
-0.66751,-1.85,-0.66456,24
-0.71796,-1.9898,-0.66009,29
-0.76864,-2.1303,-0.6494,38
-0.8576,-2.3769,-0.66149,21
-0.9432,-2.6141,-0.65848,29
-0.4091,-1.1234,-0.70903,45
-0.43614,-1.1976,-0.71614,38
-0.44957,-1.2345,-0.69857,23
-0.48007,-1.3183,-0.7047,30
-0.50785,-1.3945,-0.7025,37
-0.52955,-1.4541,-0.68901,30
-0.57655,-1.5832,-0.70378,37
-0.6037,-1.6578,-0.68892,24
-0.63538,-1.7447,-0.67583,31
-0.67299,-1.848,-0.66456,27
-0.72582,-1.9931,-0.66188,29
-0.7789,-2.1389,-0.65271,35
-0.8481,-2.3289,-0.64883,21
-0.94296,-2.5893,-0.65294,25
-0.41086,-1.1191,-0.70699,45
-0.43928,-1.1965,-0.71614,32
-0.45402,-1.2366,-0.70045,22
-0.48414,-1.3187,-0.70559,30
-0.51399,-1.4,-0.70592,35
-0.53587,-1.4596,-0.69227,30
-0.57497,-1.5661,-0.69684,37
-0.60932,-1.6597,-0.69038,28
-0.63541,-1.7307,-0.67104,35
-0.68697,-1.8712,-0.67353,24
-0.73103,-1.9912,-0.66188,35
-0.7898,-2.1512,-0.65712,34
-0.85552,-2.3303,-0.64984,20
-0.95309,-2.596,-0.65525,22
-0.40939,-1.105,-0.69883,40
-0.44283,-1.1952,-0.71614,30
-0.4583,-1.237,-0.70139,22
-0.48681,-1.3139,-0.7038,34
-0.52128,-1.4069,-0.7102,40
